scorer,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix,felix
bodyparts,rightForeleg,rightForeleg,rightMiddleLeg,rightMiddleLeg,rightHindLeg,rightHindLeg,leftForeleg,leftForeleg,leftMiddleLeg,leftMiddleLeg,leftHindLeg,leftHindLeg,proboscis,proboscis,head,head,abdomen,abdomen,bottom,bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/mockVideo01/crop_p001_f000329.png,335.04549902152644,5.762230919765102,185.33904109589042,5.762230919765102,45.41731898238743,214.17710371819965,479.8595890410959,146.66242661448143,391.79696673189824,269.95009784735817,136.41536203522503,347.24951076320946,379.07681017612526,87.95401174168296,339.93786692759295,95.78180039138942,272.42318982387474,124.15753424657538,198.0591976516634,170.14579256360082
labeled-data/mockVideo01/crop_p001_f000442.png,132.85082725493677,296.6713218288561,149.92963885429631,453.5829033979719,354.8753780466109,576.3368617683686,392.23527842020997,151.50142323429998,423.19062444404915,210.2098381070984,551.2817114392457,411.95330012453303,274.818448674613,186.726472157979,282.2904287493328,244.36746130581747,320.7177548478918,312.6827077032557,357.0102294965309,367.1214196762142
labeled-data/mockVideo01/crop_p001_f000765.png,368.7519124710906,26.61261341398324,184.08726205301545,26.61261341398324,89.08637253157795,134.42261163494038,469.0899306173279,181.38934353317916,350.6056751467711,340.4357765522149,120.04171855541713,389.53735990037364,368.7519124710906,109.87181996086099,354.8753780466109,163.24310620885967,272.68359722469313,210.2098381070984,213.97518235189463,228.35607543141788
labeled-data/mockVideo01/crop_p001_f001037.png,584.3719089130049,384.20023127557374,498.9778509162071,252.90686710549727,280.1555772994129,246.50231275573742,548.0794342643658,569.9323074186088,413.58379291940935,551.7860700942894,238.52597402597397,514.4261697206903,563.0233944138054,450.380626223092,492.5732965664473,417.2904287493329,398.63983276996976,395.94191425013344,333.5268635474115,383.1328055506138
labeled-data/mockVideo01/crop_p001_f001107.png,584.3719089130049,410.8858743995731,548.0794342643658,364.98656822629425,286.5601316491727,260.37884718021706,544.8771570894859,570.9997331435688,382.62844689557016,598.752801992528,229.98656822629422,514.4261697206903,574.7650773883651,510.1564668208504,502.180128091087,482.4033979718912,418.92092154420925,446.1109233232521,355.9428037715709,411.95330012453303
labeled-data/mockVideo01/crop_p001_f007021.png,355.9428037715709,418.3578544742929,391.16785269524996,165.37795765877956,235.32369685109407,2.0618217399039622,194.76151930261514,472.7965664472514,32.51280910869946,345.77290517701476,1.5574630848602737,216.61439245685824,255.6047856253335,397.00933997509344,241.72825120085392,343.63805372709487,208.63805372709479,278.52508450453655,178.75013342821555,228.35607543141788
labeled-data/mockVideo01/crop_p002_f001263.png,331.3920120974916,597.6853762675681,469.0899306173279,519.7632983454902,413.58379291940935,302.00845045365594,185.1546877779754,598.752801992528,157.40161892901617,385.26765700053375,324.9874577477317,208.07498665717844,278.0207258494929,587.0111190179684,279.0881515744529,532.5724070450099,312.178349048212,440.77379469845226,348.4708236968511,377.79567692581395
labeled-data/mockVideo01/crop_p002_f001839.png,326.0548834726917,594.4830990926882,465.887653442448,519.7632983454902,407.17923856964956,298.80617327877604,163.80617327877596,590.2133961928483,201.166073652375,366.05399395125426,318.5829033979719,211.27726383205834,271.6161714997331,583.8088418430884,279.0881515744529,528.30270414517,316.4480519480519,441.8412204234122,351.673100871731,387.4025084504537
labeled-data/mockVideo01/crop_p002_f002483.png,331.3920120974916,596.6179505426081,466.9550791674079,519.7632983454902,411.44894146948945,302.00845045365594,171.27815335349575,585.9436932930084,204.3683508272549,363.9191425013343,321.7851805728518,207.00756093221844,275.885874399573,587.0111190179684,280.1555772994129,528.30270414517,320.7177548478918,442.9086461483722,351.673100871731,376.72825120085395
labeled-data/mockVideo01/crop_p002_f008247.png,178.75013342821555,181.38934353317916,156.33419320405616,205.9401352072585,60.26587795765872,416.22300302437293,477.6293364170077,201.6704323074186,441.33686176836864,402.3464685998933,249.2002312755737,563.527753068849,381.5610211706103,203.80528375733854,330.3245863725316,264.64855008005696,279.0881515744529,334.03122220245507,237.45854830101402,387.4025084504537
labeled-data/mockVideo01/crop_p002_f008794.png,365.5496352962107,234.76062978117773,239.59339975093397,298.80617327877604,343.1336950720512,512.2913182707704,551.2817114392457,121.61350293542068,599.3158690624444,417.2904287493329,589.7090375378046,455.7177548478919,440.26943604340863,179.2544920832592,438.13458459348874,244.36746130581747,444.53913894324853,342.57062800213487,445.60656466820853,397.00933997509344
labeled-data/mockVideo01/crop_p003_f002300.png,121.10914428037708,163.24310620885967,290.8298345490126,288.1319160291763,485.1013164917275,185.65904643301906,191.55924212773525,19.140633339263445,320.7177548478918,20.20805906422345,474.4270592421277,77.84904821206192,200.098647927415,81.05132538694181,223.58201387653438,110.93924568582099,319.6503291229319,136.5574630848604,376.2238925458104,146.16429460950008
labeled-data/mockVideo01/crop_p003_f002566.png,120.04171855541713,162.17568048389967,265.2116171499732,272.12053015477676,484.0338907667675,185.65904643301906,191.55924212773525,22.34291051414334,324.9874577477317,19.140633339263445,476.5619106920477,76.78162248710191,200.098647927415,83.1861768368617,223.58201387653438,120.5460772104608,317.5154776730119,139.75974025974028,380.49359544565027,149.36657178437997
labeled-data/mockVideo01/crop_p003_f002836.png,272.68359722469313,419.4252801992528,498.9778509162071,552.8534958192492,,,469.0899306173279,196.33330368261875,597.1810176125244,355.3797367016545,,,465.887653442448,355.3797367016545,443.4717132182885,375.660825475894,498.9778509162071,448.24577477317206,538.4726027397261,495.2125066714108
labeled-data/mockVideo01/crop_p003_f003488.png,102.9629069560576,161.10825475893967,266.2790428749332,273.1879558797367,447.7414161181284,255.04171855541722,192.6266678526952,22.34291051414334,316.4480519480519,54.36568226294253,479.7641878669276,75.71419676214191,132.85082725493677,94.9278598114214,205.4357765522149,126.95063156022059,297.2343888987724,140.82716598470017,355.9428037715709,162.17568048389967
labeled-data/mockVideo01/crop_p003_f008252.png,597.1810176125244,463.1897349226117,596.1135918875646,182.4567692581391,475.4944849670877,186.726472157979,308.9760718733321,441.8412204234122,239.59339975093397,217.6818181818182,367.6844867461306,89.59073118662161,460.5505248176481,416.22300302437293,460.5505248176481,355.3797367016545,458.41567336772823,266.78340152997686,465.887653442448,221.9515210816581
labeled-data/mockVideo01/crop_p004_f001304.png,219.31231097669448,464.25716064757165,400.77468421988976,529.3701298701299,512.8543853406867,446.1109233232521,130.71597580501683,307.3455790784558,297.2343888987724,197.4007294075787,560.8885429638855,193.13102650773885,186.2221135029354,386.3350827254937,236.39112257605402,355.3797367016545,337.7965664472514,338.30092510229497,390.10042697028996,335.0986479274151
